title,authors,doi,venue,source,year,is_top_venue
CONCEPT AND STRUCTURE OF THE DISCUSSION COMPETENCE OF HIGHER EDUCATION STUDENTS,['S. A. Mikheev'],https://doi.org/10.31862/1819-463x-2022-4-189-200,Science and School,OpenAlex,2022,False
MODERN METHODS OF TRAINING CADETS OF MILITARY TRAINING CENTERS AT CIVIL HIGHER EDUCATION INSTITUTIONS,"['Alexey V. Ezhov', 'Olga V. Galustyan', 'Sergei A. Borozdin']",https://doi.org/10.47438/2309-7078_2022_2_38,Известия Воронежского государственного педагогического университета,OpenAlex,2022,False
CORNEAL AFFECTION IN DOGS DURING CORONAVIRUS INFECTION,"['I.A. Gndoyan', 'Yulia A. Dvoretskaya', 'Evgeniy V. Solodov', 'Sergey A. Chernov']",https://doi.org/10.33632/1998-698x_2022_6_20,Ветеринарный врач,OpenAlex,2022,False
"PROFESSOR STUKOLOVA TATIANA IVANOVNA IS AN OUTSTANDING RUSSIAN ORGANIZER OF PEDIATRIC CARE, EDUCATOR AND SCIENTIST","['L.D. Shalygin', 'Матвеев Са', 'N.V. BALANDINA']",https://doi.org/10.25881/20728255_2022_17_3_154,Bulletin of Pirogov National Medical & Surgical Center,OpenAlex,2022,False
Multilevel rhythmic gymnastics system in the USA,"['L. A. Konovalova', 'E.V. Kiyanenko-Chiet']",https://doi.org/10.47475/2500-0365-2022-17306,Physical Culture Sport Tourism Motor Recreation,OpenAlex,2022,False
The effect of haloperidol on the formation of behavioral patterns in adult rats,"['Maria K. Guzenko', 'Eduard Korkotian']",https://doi.org/10.17072/1994-9952-2022-4-340-346,Вестник Пермского университета. Серия: Биология,OpenAlex,2022,False
Using web quest technology to organize independent work of students when teaching foreign languages at a university,"['Olga A. Efanova', 'Alexander I. Lavrishchev']",https://doi.org/10.31862/1819-463x-2022-5-251-259,Science and School,OpenAlex,2022,False
FUNCTIONING OF GENERAL EXCHANGE VENTILATION SYSTEMS AND DEVELOPMENT OF ENGINEERING METHODS FOR ADJUSTING THE AIR BALANCE OF A BUILDING ON THE EXAMPLE OF COLLAGE,"['Aleksander Ivanovich Eremkin', 'Victor Aleksandrovich Leontiev', 'Inna Konstantinovna Ponomareva']",https://doi.org/10.54734/20722958_2022_3_134,Regional architecture and engineering,OpenAlex,2022,False
Compensation for non-pecuniary damage as a mechanism for ensuring the rights of citizens during the period of employment,['Ирина Шувалова'],https://doi.org/10.17308/law/1995-5502/2022/3/120-127,Proceedings of Voronezh State University Series Law,OpenAlex,2022,False
The term Smart city in the context of terminological planning (Russian and foreign experience),['Maria Netesova'],https://doi.org/10.24923/2222-243x.2022-43.26,KANT,OpenAlex,2022,False
THE MORAL FIELD IN THE SPACE OF PHYSICAL CULTURE AND SPORTS AND ETHICAL PROBLEMS IN IT,"['Svetlana I. Filimonova', 'Evgeny N. Krikun', 'Victoria M. Kazakova', 'Julia B. Almazova']",https://doi.org/10.47438/1999-3455_2022_3_44,Культура физическая и здоровье,OpenAlex,2022,False
Designing a Framework to Develop a Flipped CEPHEI Course in Innovation Systems and Technological Development,"['Irina Pavlova', 'Г. Н. Нариманова', 'I A Larioshina', 'Maria Afanasyeva', 'Natalia Artsemovich']",https://doi.org/10.1007/978-3-031-00801-6_15,N/A,OpenAlex,2022,False
SIMULATION TRAINING IN MODERN PHARMACEUTICAL EDUCATION: AN ANALYSIS OF STUDENTS’ OPINIONS,"['Наталья Станиславовна Тимченко', 'Yu. Yu. Kochetova', 'V. A. Tupikina']",https://doi.org/10.36809/2309-9380-2022-36-225-229,Review of Omsk State Pedagogical University Humanitarian research,OpenAlex,2022,False
COMPLEXITY IN THE PERSPECTIVE OF THE EPISTEMOLOGY OF CONSTRUCTIVISM,['Pavel Opolev'],https://doi.org/10.36809/2309-9380-2022-36-41-47,Review of Omsk State Pedagogical University Humanitarian research,OpenAlex,2022,False
FOREIGN EXPERIENCE IN THE PREVENTION OF VIOLENT CRIME AMONG YOUNG PEOPLE,"['Irina V. Dolgova', 'Anzor Anatolievich Zhamborov', 'Artur G. Semiglazov']",https://doi.org/10.47629/2074-9201_2022_3_10_15,Вестник Академии права и управления,OpenAlex,2022,False
«Such is our fate»: prison stories of Yefim Oleinik (from the biography of the ataman of the «Secret Squad»),['Victor Ya. Maul ́'],https://doi.org/10.53549/27132374_2022_3_3_4,Вестник Северо-Восточного государственного университета История,OpenAlex,2022,False
Effective use of innovative technologies in physical education lessons,['D Saifuddin Karimov'],https://doi.org/10.5958/2278-4853.2022.00285.3,Asian Journal of Multidimensional Research,OpenAlex,2022,False
Student-made dictionaries and the meta-subject functions of the Russian language,['О.Е. Дроздова'],https://doi.org/10.33910/1992-6464-2022-206-68-78,Izvestia Herzen University Journal of Humanities & Sciences,OpenAlex,2022,False
COMPARATIVE ANALYSIS OF ASPECTUAL CHARACTERISTICSOF RUSSIAN REFLEXIVE VERBS OF EMOTION WITH THEIR ENGLISH CORRELATIVES,['Svetlana L. Lukina'],https://doi.org/10.47438/2309-7078_2022_1_174,Известия Воронежского государственного педагогического университета,OpenAlex,2022,False
Specifics of communication and inclusive competences in teachers,"['Alexandra Kosheleva', 'Violetta F. Lugovaya', 'Yuliya L. Proekt']",https://doi.org/10.33910/herzenpsyconf-2022-5-25,N/A,OpenAlex,2022,False
CLASSIFICATION OF EXPERIMENTAL AND MODEL SIGNALS OF BRAIN LOCAL FIELD POTENTIALS BY ACTIVITY TYPE,"['Marina V. Sysoeva', 'Anastasiya Yu. Dolinina', 'Ilya V. Sysoev']",https://doi.org/10.52348/2712-8873_mmtt_2022_10_99,Mathematical Methods in Technologies and Technics,OpenAlex,2022,False
Features of an official as a subject of criminal liability for abuse of power,['Inessa S. Borovkova'],https://doi.org/10.56539/23120444_2022_4_160,Государственная служба и кадры,OpenAlex,2022,False
REGTECH: BALANCE BETWEEN REGULATION AND INNOVATION,['T. N. Zverkova'],https://doi.org/10.57145/27128482_2022_11_01_04,AZIMUTH OF SCIENTIFIC RESEARCH ECONOMICS AND ADMINISTRATION,OpenAlex,2022,False
In the Shadow of the Cold War: the Main Problems of the Development of Economic Cooperation between Germany and the USSR in the 1950s — 1960s.,['Alexey Sorokin'],https://doi.org/10.18254/s207987840022414-4,Istoriya,OpenAlex,2022,False
TECHNOLOGIZATION AS A LEADING TREND IN THE DEVELOPMENT OF VOCATIONAL EDUCATION,['Olga I. Vaganova'],https://doi.org/10.57145/27128474_2022_11_01_02,AZIMUTH OF SCIENTIFIC RESEARCH PEDAGOGY AND PSYCHOLOGY,OpenAlex,2022,False
SOCIO-AGE AND SOCIO-CULTURAL DETERMINANTS OF YOUTH EXTREMISM,"['Valery Akhiedovich Khazhirokov', 'Ислам Хасанбиевич Мешев']",https://doi.org/10.47576/2712-7516_2022_11_4_337,Journal of Applied Research,OpenAlex,2022,False
Unified State Exam on history 2022: tasks on general history,['Andrey Kovalev'],https://doi.org/10.47639/2074-4035_2022_7_51,Teaching of History and Social Science at School,OpenAlex,2022,False
"EXPERIENCE OF CAREER GUIDANCE WORK IN THE IMPLEMENTATION OF THE FEDERAL PROJECT ""UNIVERSITY SHIFTS 2022""","['K. A. Fedulova', 'I. A. Loginova', 'Alexander E. Kotov']",https://doi.org/10.17853/2686-8970-2022-4-51-61,INSIGHT,OpenAlex,2022,False
Anthropology of Aspiration,['Maxim Gorbachev'],https://doi.org/10.31857/s023620070021626-5,Chelovek,OpenAlex,2022,False
Learning Motivation in Pre-digital and Digital Education,"['Lyubov Alekseevna Grigorovich', 'Ekaterina Borisovna Kachalina']",https://doi.org/10.51944/20722516_2022_3_63,New in Psychological and Pedagogical Research,OpenAlex,2022,False
CHARACTERISTICS OF LABOR CONFLICT AS A SPECIAL FORM OF RELATIONSHIP,['Milyausha Tagirovna LUKYANOVA'],https://doi.org/10.31563/2308-9644-2022-44-2-175-182,RUSSIAN ELECTRONIC SCIENTIFIC JOURNAL,OpenAlex,2022,False
Problems of Development of Literature Teaching Methodology in General Academic School in the Context of Literary Centrism of Russian Culture,['Elena Marantsman'],https://doi.org/10.32340/2414-9101-2022-2-78-83,Proceedings of Altai State Academy of Culture and Arts,OpenAlex,2022,False
THE HISTORICAL ROLE OF THE POSTER AS A FORMATIVE FACTOR OF THE URBAN VISUAL ENVIRONMENT,['Varvara E. Ryabinina-Zadernovskaya'],https://doi.org/10.54874/9785604789377_163,N/A,OpenAlex,2022,False
Organizational-Economic Mechanism for Monitoring University Activities Under the Conditions of Digitalization,"['Н.Л. Кетоева', 'Meri T. Zargaryan', 'Екатерина Сысоева']",https://doi.org/10.1007/978-3-031-14410-3_34,Springer proceedings in business and economics,OpenAlex,2022,False
To the Discussion About the Subjective Side of the Crime Provided for by Art. 343 of the Criminal Code of the Russian Federation,"['Nikolay Yu. Lebedev', 'Alexander L. Snigirev']",https://doi.org/10.47645/9785604755174_178,N/A,OpenAlex,2022,False
Introduction of digital technologies in teaching discipline «Theory and methods of teaching physical culture»,"['N.N. Melentyeva', 'A.S. Lopukhina', 'N.S. Sverkunova']",https://doi.org/10.47475/2500-0365-2022-17403,Physical Culture Sport Tourism Motor Recreation,OpenAlex,2022,False
“It was the joy of communication and familiarization with science”: interview with A.V. Melnikov about S.O. Schmidt,['A.V. Melnikov'],https://doi.org/10.54967/978-5-6046932-2-3_2022_5_5,N/A,OpenAlex,2022,False
MODELING THE RESEARCH DIRECTION IN THE CONSTRUCTION OF A MODERN UNIVERSITY: PART 3,"['Andrey Mokhov', 'L.A. Mokhova']",https://doi.org/10.52957/27821919_2022_3_70,Smart composite in construction,OpenAlex,2022,False
INTERPRETATION OF THE RESULTS OF THE FULL-SCALE EXPERIMENT ON DETERMINING THE CONFLICTING NATURE OF THE SPECIAL-PURPOSE COMMUNICATION NETWORK SEGMENT,['Aleksei Viacheslavovich Popov'],https://doi.org/10.52348/2712-8873_mmtt_2022_10_31,Mathematical Methods in Technologies and Technics,OpenAlex,2022,False
Pedagogical competencies in the structure of military professional activity,"['Oleg Zenkin', 'Dmitry Svetlakov']",https://doi.org/10.54792/24145734_2022_17_42_44,Проблемы межрегиональных связей,OpenAlex,2022,False
"EXPERIENCE OF DEVELOPING SELF-IMAGE AMONG YOUNG ADULTS WITH MENTAL RETARDATION, GRADUATES OF ORPHANAGES",['MZEKALA KONDRATIEVA'],https://doi.org/10.52252/26867222_2022_3_29,Korrektsionnaya pedagogika teoriya i praktika,OpenAlex,2022,False
Technology for Monitoring Socially Significant Skills of Schoolchildren with Temporary and Mild Intellectual and Developmental Disabilities,"['Elena L. Indenbaum', 'Anna A. Gostar', 'Inga O. Pozdnyakova']",https://doi.org/10.1007/978-3-031-13646-7_11,N/A,OpenAlex,2022,False
FEATURES OF DISTANCE LEARNING AT A MEDICAL UNIVERSITY IN THE EYES OF STUDENTS,"['P.V TKACHENKO', 'N.I BELOUSOVA', 'E.V PETROVA', 'Polina Alexandrovna BUKANOVA']",https://doi.org/10.57145/27129780_2022_11_02_04,BALTIC HUMANITARIAN JOURNAL,OpenAlex,2022,False
STUDY OF THE EFFICIENCY OF EDUCATIONAL ACTIVITIES OF CURATORS (CLASS TEACHERS) OF EDUCATIONAL ORGANIZATIONS,"['Natalia Nikolaevna Popova', 'O.I. Bazhko', 'O.B. Zherlova']",https://doi.org/10.51691/2541-8327_2022_9_7,Дневник науки,OpenAlex,2022,False
FEATURES OF TEACHING FOREIGN LANGUAGES IN PROGYMNASIUMS,['Olga Yu. Levchenko'],https://doi.org/10.54509/22203036_2022_3_153,Профессиональное образование в России и за рубежом,OpenAlex,2022,False
"INTERNATIONAL LEGAL FRAMEWORK FOR COMBATING TORTURE AND OTHER CRUEL, INHUMAN OR DEGRADING TREATMENT",['Astemir Bilyalovich Zhurtov'],https://doi.org/10.47576/2712-7516_2022_10_2_140,Journal of Applied Research,OpenAlex,2022,False
Professional stress in legal practice,['П.Н. Казберов'],https://doi.org/10.56539/20733313_2022_11_166,Закон и право,OpenAlex,2022,False
Approaches to developing creative thinking skills in students at an engineering university,"['Г. Р. Хусаинова', 'Veronika Bronskaya', 'Veronika Bronskaya']",https://doi.org/10.1063/5.0104351,AIP conference proceedings,OpenAlex,2022,False
BASIC CONCEPTS IN THE STUDY OF THE PROBLEM OF THE SPIRITUAL AND MORAL DEVELOPMENT OF MODERN MAN,['Marina A. Miler'],https://doi.org/10.47438/2309-7078_2022_3_84,Известия Воронежского государственного педагогического университета,OpenAlex,2022,False
Funds of personal origin as an object of archival storage,['О. В. Медведева'],https://doi.org/10.20310/1810-0201-2022-27-4-1098-1107,Вестник Тамбовского университета. Серия: Гуманитарные науки,OpenAlex,2022,False
On the question of the motives of concealment of crimes by victims,['Yu.Yu. Tishchenko'],https://doi.org/10.47643/1815-1337_2022_11_202,ПРАВО И ГОСУДАРСТВО ТЕОРИЯ И ПРАКТИКА,OpenAlex,2022,False
EXPERIENCE IN USING VISIBILITY TO DEVELOP SKILLS OF WORKING WITH WATERCOLOUR,['Sergey A. Pisarenko'],https://doi.org/10.47438/2309-7078_2022_2_111,Известия Воронежского государственного педагогического университета,OpenAlex,2022,False
THEORY AND ORGANIZATION OF ADAPTIVE PHYSICAL CULTURE IN THE LIFE OF STUDENTS,"['Vera N. Eremenko', 'Olga V. Sinko', 'Anna V. Semkina', 'Tatyana I. Novikova']",https://doi.org/10.47438/1999-3455_2022_2_166,Культура физическая и здоровье,OpenAlex,2022,False
About some problems of the jurisdictional powers of police officers related to delivery and detention,"['Pavel Gennadyevich Novichikhin', 'Regina Eduardovna Wizke']",https://doi.org/10.52068/2304-9839_2022_58_3_86,Eurasian Advocacy (Evraziiskaya Advokatura),OpenAlex,2022,False
THE INFLUENCE OF SENSORY EXPERIENCE ON THE PATRIOTIC UPBRINGING OF CHILDREN,['Alexander Yu. Ryzhenkov'],https://doi.org/10.47438/2309-7078_2022_3_96,Известия Воронежского государственного педагогического университета,OpenAlex,2022,False
“Ungrateful Spain:” Galicia and its inhabitants 1808-1809 in perception of British soldiers and officers,['Tatiana Kosykh'],https://doi.org/10.26170/2413-872x_2022_25_02,N/A,OpenAlex,2022,False
Actualization of the “soft power” tools role in shaping the image of regions in conditions of instability,"['Svetlana Pyankova', 'Инна Митрофанова', 'Olga Ergunova']",https://doi.org/10.17072/2218-9173-2022-4-646-666,ARS ADMINISTRANDI (Искусство управления),OpenAlex,2022,False
PERSONAL MODEL OF RELIGIOSITY AS THE SPIRITUAL BASIS OF A PERSON’S WORLDVIEW,['Н. А. Белоусова'],https://doi.org/10.36809/2309-9380-2022-36-15-18,Review of Omsk State Pedagogical University Humanitarian research,OpenAlex,2022,False
THE INFLUENCE OF PHYSICAL CULTURE AND SPORTS ON THE PROFESSIONALLY SIGNIFICANT QUALITIES OF POLICE OFFICERS: MOTIVATIONAL ASPECT,['Valery Akhiedovich Khazhirokov'],https://doi.org/10.47438/1999-3455_2022_1_46,Культура физическая и здоровье,OpenAlex,2022,False
The Impact of Distance Learning on the Health of Learners During the Pandemic: Opinion of Parents and Specialists,"['Dar’ya A. Karpova', 'Ekaterina A. Kochetova']",https://doi.org/10.1007/978-3-031-13646-7_1,N/A,OpenAlex,2022,False
Prediction and Visualization of Trending Research Topics in Social and Cognitive Robotics,['Michael Charnine'],https://doi.org/10.20948/graphicon-2022-1123-1129,Proceedings of the 32nd International Conference on Computer Graphics and Vision,OpenAlex,2022,False
Child trafficking in the Russian Federation: actualization of the problem and ways to solve it,"['D.S. Dalanov', ""Lyudmila Evgen'evna Prikhozhaya""]",https://doi.org/10.47643/1815-1337_2022_9_127,ПРАВО И ГОСУДАРСТВО ТЕОРИЯ И ПРАКТИКА,OpenAlex,2022,False
Staffing of Special Education for Children with Mental Impairments: Problems and Perspectives,['Е.А. Лапп'],https://doi.org/10.1007/978-3-031-13646-7_39,N/A,OpenAlex,2022,False
The issues of mastering subject skills and knowledge of literature in preparation for the Unified State Exam,['Anastasia Kudryashova'],https://doi.org/10.18384/2310-7219-2022-3-56-67,Vestnik Moskovskogo gosudarstvennogo oblastnogo universiteta. Seriâ Pedagogika/Vestnik Moskovskogo gosudarstvennogo oblastnogo universiteta. Seriâ: Pedagogika,OpenAlex,2022,False
BETTER NOT TALKING ABOUT EUTHANASIA,['V.M. Novoselov'],https://doi.org/10.38098/proceedings_2022_02_01_07,N/A,OpenAlex,2022,False
On crimes involving the cross-border movement of a person in Russia (criminal-legal and historical-legal aspects),['R. R. Amiraslanov'],https://doi.org/10.56539/23120444_2022_5_146,Государственная служба и кадры,OpenAlex,2022,False
MATHEMATICAL MODELING AND EVALUATIONOF THE STRUCTURAL STRENGTH CHARACTERISTICSOF A SATELLITE ANTENNA BASED ON A DIGITAL MODELOF A PRODUCT MADE OF COMPOSITE MATERIAL,"['Svetlana V. Ponomareva', 'Egor Sergeevich Razumovsky']",https://doi.org/10.52261/02346206_2022_3_43,Проблемы машиностроения и автоматизации,OpenAlex,2022,False
THE NATURE OF MARITAL CONFLICTS IN A YOUNG FAMILY DURING THE PERIOD OF PRIMARY ADAPTATION,['Ekaterina Valerievna Blinova'],https://doi.org/10.46554/sciencexxi-2022.03-1.1-pp.121,Наука XXI века: актуальные направления развития,OpenAlex,2022,False
Corporate training as one of the prerequisites for the development of the “readiness for change” competence,"['Irina A. Uvarova', 'Marina V. Safonova']",https://doi.org/10.33910/herzenpsyconf-2022-5-61,N/A,OpenAlex,2022,False
"Development of a method for assessing the stability of a new type of crack, the conditions of destruction of the medium and decomposability by simple solutions","['О. М. Бабешко', 'Olga V. Evdokimova', 'В. А. Бабешко', 'Elena M. Gorshkova', 'В. С. Евдокимов', 'Aleksand G. Zaretsky', 'O.A. Bushueva']",https://doi.org/10.31429/vestnik-19-4-37-47,Ecological Bulletin of Research Centers of the Black Sea Economic Cooperation,OpenAlex,2022,False
IMPLEMENTATION OF A PRACTICE-ORIENTED APPROACH IN TEACHING PHYSICS IN SECONDARY SCHOOL,"['N.V. Paskevich', 'A.A. Kindaev', 'T.V. Lyapina']",https://doi.org/10.17513/spno.32188,Современные проблемы науки и образования,OpenAlex,2022,False
FEATURES OF VIRTUAL SELF-PRESENTATION OF QUASI-RESEARCH ACTIVITY AS CONDITIONS FOR DEVELOPING PROFESSIONAL IDENTITY IN STUDENTS,"['Tatiana D. Dubovitskaya', 'Svetlana V. Voloshina']",https://doi.org/10.21510/18173292_2022_97_3_25_37,Pedagogicheskiy Zhurnal Bashkortostana,OpenAlex,2022,False
Formation of a Stereotype of a Lawyer in the American Society (the analysis of the humorous statements),['M. A. VIKULINA'],https://doi.org/10.52070/2542-2197_2022_9_864_32,Вестник Московского государственного лингвистического университета. Гуманитарные науки,OpenAlex,2022,False
Design of information-digital training of vocational training teachers on the basis of the use of computer simulation technologies,"['K. A. Fedulova', 'Б. Н. Гузанов']",https://doi.org/10.21510/18173292_2022_96_2_139_154,Pedagogicheskiy Zhurnal Bashkortostana,OpenAlex,2022,False
Trends in the Training of Highly Qualified Scientific Personnel to Improve the Quality of Pedagogical Dissertation Research,"['С. Д. Каракозов', 'Н. И. Рыжова']",https://doi.org/10.31862/2073-9613-2022-3-11-28,Преподаватель ХХI век,OpenAlex,2022,False
Associations between Categorization Rules and Categorical Visual Search,['Анастасия Ляшенко'],https://doi.org/10.31857/s020595920021476-9,Psikhologicheskii zhurnal,OpenAlex,2022,False
ARTISTIC PERSONALITY OF THE LITERARY SCIENTIST EVGENIIA NAKHIMOVNA STROGANOVA: FIRST RESULTS,['Еlena G. Elina'],https://doi.org/10.37386/2305-4077-2022-3-198-214,Culture and Text,OpenAlex,2022,False
Sentental arguments of mental predicates with conjunction kogda ‘when’ (according to the Russian National Corpus),['G. I. Kustova'],https://doi.org/10.28995/2075-7182-2022-21-358-366,Computational Linguistics and Intellectual Technologies,OpenAlex,2022,False
A Method for Fiber Optic Gyroscope Temperature Drift Compensation Using Correlations between the Readings of the Gyroscope and Several Temperature Sensors,"['Danila Nikiforovskii', 'I. G. Deineka', 'I. A. Sharkov', 'I. K. Meshkovskiǐ']",https://doi.org/10.1134/s2075108722020055,Gyroscopy and Navigation,OpenAlex,2022,False
Ways to improve training of security officers in the use of firearms,"['A.N. Tukhfatullin', 'Olga E. Sorokina']",https://doi.org/10.56539/20733313_2022_11_219,Закон и право,OpenAlex,2022,False
SOCIO-PSYCHOLOGICAL FOUNDATIONS FOR THE PREPARATION AND EXECUTION OF MANAGERIAL STATE DECISIONS,"['Madinat Yunuskadievna Jamaludinova', 'Khanum Tazhidinovna Alieva', 'Aishe Salikhovna Temirbekova']",https://doi.org/10.47576/2411-9520_2022_4_16,Innovative Economy Information Analytics Forecasts,OpenAlex,2022,False
APPOINTMENT AND SUB-APPOINTMENT OF AN HEIR IN A WILL,['Valeria Vladimirovna Fomina'],https://doi.org/10.46554/sciencexxi-2022.03-1.2-pp.367,Наука XXI века: актуальные направления развития,OpenAlex,2022,False
THE PROSECUTOR AS A SUBJECT OF THE CIVIL PROCESS,"['Eugene A. Sukhov', 'Tatyana Nikolaevna Kazankova']",https://doi.org/10.46554/apj-2022.1(73)-pp.54-57,Aktual nye problemy pravovedeniya,OpenAlex,2022,False
To teachers about value-oriented upbringing of children,"['Nina Sergeevna Ezhkova', 'Inna S. Eremcheva']",https://doi.org/10.47639/2223-7003_2022_06_38,Дошкольник Методика и практика воспитания и обучения,OpenAlex,2022,False
Motor activity as a means of preventing professional burnout of teachers,"['S. N. Begidova', 'V. S. Begidov']",https://doi.org/10.57006/2782-3245-2022-5-1-82-88,Scientific and educational basics in physical culture and sports,OpenAlex,2022,False
EVALUATION OF THE BASIC PROFILE OF IT SPECIALISTS TRAINING IN THE FRAMEWORK OF NETWORKING INTERACTION OF HIGHER EDUCATION INSTITUTIONS,"['Zh.T. Rakhmetullina', 'Aleksandr Belov', 'David Borozenets']",https://doi.org/10.51885/1561-4212_2022_4_188,Bulletin of D Serikbayev EKTU,OpenAlex,2022,False
"STUDY OF JOB SEARCH BY YOUNG SPECIALISTS USING THE RESOURCES OF THE SOCIAL NETWORK ""VKONTAKTE""",['Natalia Victorovna Кochetkova'],https://doi.org/10.46554/sciencexxi-2022.03-1.1-pp.169,Наука XXI века: актуальные направления развития,OpenAlex,2022,False
THE IMPACT OF OVERALL SELF-EFFICACY ON STUDENTS’ LIFE QUALITY: THE MEDIATING ROLE OF DEPRESSION,['Pengfei Qin'],https://doi.org/10.25807/22224378_2022_7-8_129,Научное мнение,OpenAlex,2022,False
ON THE POSSIBLE METAPHYSICAL COMPONENT OF NON-TRANSCENDENTAL COGNITIVE EXPERIENCE,['Наталья Ивановна Мартишина'],https://doi.org/10.31079/1992-2868-2022-19-3-26-35,The Humanities and Social Studies in the Far East,OpenAlex,2022,False
On Legal Conformity in places of deprivation of liberty,"['A.A. Shirokova', 'Svetlana G. Kryazheva']",https://doi.org/10.56539/20733313_2022_11_238,Закон и право,OpenAlex,2022,False
Controllable Flexible Coupling of a Generator and a Hydraulic Turbine to Enhance the Efficiency and Stability of an Off-Grid Energy System,"['Аndrey А. Achitaev', 'Konstantin Suslov', 'Aleksandr N. Nazarychev', 'Irina Volkova', 'Vyacheslav E. Kozhemyakin', 'Aleksandr A. Voloshin', 'А. В. Минаков']",https://doi.org/10.2139/ssrn.4017348,SSRN Electronic Journal,OpenAlex,2022,False
Communicative potential of online educational resources in the process of learning foreign languages,"['Elena Astapenko', 'Alissa Bedareva']",https://doi.org/10.1063/5.0104851,AIP conference proceedings,OpenAlex,2022,False
DOCTOR-PATIENT RELATIONSHIPS IN THE FOCUS OF MEDICAL ETHICS MODELS,['Т. А. Сидорова'],https://doi.org/10.25205/978-5-4437-1383-0-162-181,N/A,OpenAlex,2022,False
Investigation of the stability of an automatic system for regulating the flow rate of reflux in a stabilization column in the process of catalytic reforming,"['Азамат Матифулаевич Джамбеков', 'B. S. Dmitrievsky', 'А. А. Терехова']",https://doi.org/10.21293/1818-0442-2022-25-2-68-71,Proceedings of Tomsk State University of Control Systems and Radioelectronics,OpenAlex,2022,False
THE PROCESS OF FORMATION OF DIGITAL COMPETENCE OF BACHELORS OF PEDAGOGICAL EDUCATION,['E.A. Pavlenko'],https://doi.org/10.36809/2309-9380-2022-37-205-209,Review of Omsk State Pedagogical University Humanitarian research,OpenAlex,2022,False
To the question of training legal students as “language intermediates” - translators in the process of work with refugees in the new conditions of migration policy,['Irina Kruse'],https://doi.org/10.56539/20733305_2022_3_235,Obrazovanie Nauka Nauchnye kadry,OpenAlex,2022,False
Forming emotional responsiveness of school students,"['I.A. Bogomolova', 'E.V. Kosheleva', 'Л. В. Філіппова']",https://doi.org/10.51906/0027-7371_2022_9_25,Elementary School,OpenAlex,2022,False
Impact of Digitalization on Entrepreneurial Activity in Russia in the Current Conditions,"['Julia V. Vadivasova', 'Svetlana N. Eliseeva', 'Nadezhda A. Moshkina', 'Andrey Vladimirovich SOLDUNOV', 'A. V. Trofimenko']",https://doi.org/10.1007/978-3-031-04289-8_48,"Advances in Science, Technology & Innovation/Advances in science, technology & innovation",OpenAlex,2022,False
Development of the software to improve the accuracy of emotion recognition,"['Elena V. Soboleva', 'Tatyana N. Suvorova', 'E. V. Lebedeva', 'Maria Petukhova', 'Tatyana V. Masharova']",https://doi.org/10.1063/5.0104146,AIP conference proceedings,OpenAlex,2022,False
PSYCHOPHYSIOLOGICAL AND MENTAL PRESSURE HOW VIOLENCE AGAINST CHILDREN IN THE AMUR REGION,"['Angelina Alexandrovna Syumak', 'Tatyana Sergeevna Eremeeva']",https://doi.org/10.22250/20730268_2022_96_76,Вестник Амурского государственного университета. Серия: Гуманитарные науки,OpenAlex,2022,False
FORMATION OF THE IMAGE OF A NUMBER AS A BASIC COMPONENT OF MATHEMATICAL CONCEPTS IN YOUNGER SCHOOLCHILDREN WITH HEARING IMPAIRMENTS,['S.A. Kuzminova'],https://doi.org/10.52252/26867222_2022_3_79,Korrektsionnaya pedagogika teoriya i praktika,OpenAlex,2022,False
FORMATION OF PERSONAL AND PROFESSIONAL QUALITIES OF POLICE OFFICERS BY MEANS OF PHYSICAL TRAINING,['Eduard B. Nastuev'],https://doi.org/10.47438/1999-3455_2022_1_20,Культура физическая и здоровье,OpenAlex,2022,False
EXTREMISM AND TERRORISM IN SOCIAL NETWORKS: PROBLEMS OF DETECTION AND COUNTERACTION,['Ahmed Mukhamedovich Aripshev'],https://doi.org/10.47576/2712-7516_2022_9_1_44,Journal of Applied Research,OpenAlex,2022,False
ON THE FOREIGN PRACTICE OF APPLYING THE DEATH PENALTY AND CHEMICAL CASTRATION AS MEASURES OF CRIMINAL LEGAL IMPACT,['Willie Maslov'],https://doi.org/10.17072/1995-4190-2022-58-709-736,Вестник Пермского университета Юридические науки,OpenAlex,2022,False
INTERACTIVE ONLINE PLATFORMS AS A MEANS OF FORMING DIGITAL LITERACY OF FUTURE TEACHERS,"['Aleksandr Ardeev', 'L.S. Bagdasaryan', 'Tatyana Kulikova', 'N. A. PODDUBNAYA']",https://doi.org/10.37493/2307-907x.2022.4.21,Вестник Северо-Кавказского федерального университета,OpenAlex,2022,False
THE CATEGORY OF THE PROFESSIONAL COMPETENCY OF A TEACHER IN THE CONTEXT OF V. A. SLASTENIN ACADEMIC SCHOOL „PERSONALITY-ORIENTED PROFESSIONAL EDUCATION” IDEAS DEVELOPMENT,['Dmitry G. Kropotin'],https://doi.org/10.31862/1819-463x-2022-4-113-121,Science and School,OpenAlex,2022,False
"Violent Acts as a Factor, Influencing the Qualification of Certain Offenses (Article 6.1.1 of the Code of the Russian Federation on Administrative Offences and Article 156 of the Criminal Code of the Russian Federation)",['A. V. Ravnyushkin'],https://doi.org/10.19073/2658-7602-2022-19-3-310-321,Siberian Law Review,OpenAlex,2022,False
Politics and perversion (Pier Paolo Pasolini’s de Sade today),['Oleg Aronson'],https://doi.org/10.2298/fid2204860a,Filozofija i drustvo,OpenAlex,2022,False
